"artwork_id","artist_name","artist_id","category","title","year_created","medium","dimensions_cm","description","creation_context","artwork_style","notable_owners","bart_score","image_url"
"JDF018","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Composition (Oil and Oilstick)","2017","Oil on canvas","240x300","Composition (Oil and Oilstick), exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","87",""
"JDF019","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pleasure Series #13","2017","Oil on canvas","150x200","Pleasure Series #13, exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Hepworth Wakefield","79",""
"JDF020","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Vortex Variant #14","2017","Oil on canvas","180x230","Vortex Variant #14, exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","79",""
"JDF021","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pleasure Series #15","2018","Watercolor on paper","150x200","Pleasure Series #15, exécutée par Jade Fadojutimi en 2018. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2018, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","84",""
"JDF022","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pleasure Series #16","2019","Watercolor on paper","180x230","Pleasure Series #16, exécutée par Jade Fadojutimi en 2019. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2019, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","84",""
"JDF023","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Vortex Variant #17","2017","Oil on canvas","150x200","Vortex Variant #17, exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","86",""
"JDF024","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pleasure Series #18","2018","Oil and oilstick on canvas","240x300","Pleasure Series #18, exécutée par Jade Fadojutimi en 2018. Œuvre dans le style caractéristique de l'artiste, support oil and oilstick on canvas.","Période créative 2018, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Hepworth Wakefield","84",""
"JDF025","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Untitled (Pastel)","2018","Watercolor on paper","180x230","Untitled (Pastel), exécutée par Jade Fadojutimi en 2018. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2018, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","79",""
"JDF026","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Untitled (Pastel)","2020","Watercolor on paper","240x300","Untitled (Pastel), exécutée par Jade Fadojutimi en 2020. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2020, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","77",""
"JDF027","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pleasure Series #21","2017","Watercolor on paper","200x300","Pleasure Series #21, exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","79",""
"JDF028","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pillow Series #22","2019","Watercolor on paper","240x300","Pillow Series #22, exécutée par Jade Fadojutimi en 2019. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2019, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","78",""
"JDF029","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pleasure Series #23","2019","Oil and oilstick on canvas","240x300","Pleasure Series #23, exécutée par Jade Fadojutimi en 2019. Œuvre dans le style caractéristique de l'artiste, support oil and oilstick on canvas.","Période créative 2019, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","83",""
"JDF030","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Untitled (Lyrical Abstraction)","2017","Oil and oilstick on canvas","180x230","Untitled (Lyrical Abstraction), exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support oil and oilstick on canvas.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","73",""
"JDF031","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Composition (Oil and Oilstick)","2018","Watercolor on paper","240x300","Composition (Oil and Oilstick), exécutée par Jade Fadojutimi en 2018. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2018, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","72",""
"JDF032","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Untitled (Lyrical Abstraction)","2021","Oil on canvas","180x230","Untitled (Lyrical Abstraction), exécutée par Jade Fadojutimi en 2021. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2021, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","82",""
"JDF033","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Wave Series #27","2018","Oil on canvas","180x230","Wave Series #27, exécutée par Jade Fadojutimi en 2018. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2018, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","83",""
"JDF034","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pleasure Series #28","2022","Watercolor on paper","240x300","Pleasure Series #28, exécutée par Jade Fadojutimi en 2022. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2022, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","78",""
"JDF035","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Wave Series #29","2022","Oil on canvas","150x200","Wave Series #29, exécutée par Jade Fadojutimi en 2022. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2022, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","74",""
"JDF036","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Pillow Series #30","2017","Watercolor on paper","240x300","Pillow Series #30, exécutée par Jade Fadojutimi en 2017. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2017, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","72",""
"JDF037","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Wave Series #31","2022","Oil on canvas","200x300","Wave Series #31, exécutée par Jade Fadojutimi en 2022. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2022, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","73",""
"JDF038","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Untitled (Lyrical Abstraction)","2021","Watercolor on paper","180x230","Untitled (Lyrical Abstraction), exécutée par Jade Fadojutimi en 2021. Œuvre dans le style caractéristique de l'artiste, support watercolor on paper.","Période créative 2021, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","80",""
"JDF039","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Vortex Variant #33","2020","Oil and oilstick on canvas","180x230","Vortex Variant #33, exécutée par Jade Fadojutimi en 2020. Œuvre dans le style caractéristique de l'artiste, support oil and oilstick on canvas.","Période créative 2020, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Pippy Houldsworth Collection","76",""
"JDF040","Jade Fadojutimi","ART_JDF","Ultra-Contemporary","Composition (Oil and Oilstick)","2022","Oil on canvas","240x300","Composition (Oil and Oilstick), exécutée par Jade Fadojutimi en 2022. Œuvre dans le style caractéristique de l'artiste, support oil on canvas.","Période créative 2022, série stylistique caractéristique.","Abstraction lyrique gestuelle post-2018","Collections privées internationales","72",""
"FYK001","Flora Yukhnovich","ART_FYK","Ultra-Contemporary","I'll Have What She's Having","2013","Oil on linen","200x250","Détournement Rococo, sommet ventes Sotheby's 2022 (3M£).","Période apogée commerciale.","Néo-Rococo abstrait","Collection privée","85",""
"FYK002","Flora Yukhnovich","ART_FYK","Ultra-Contemporary","Tu vas me faire pleurer","2013","Oil on canvas","190x230","Période Rococo gestuelle expressive.","Période early Yukhnovich.","Néo-Rococo abstrait","Collections privées","88",""
"FYK003","Flora Yukhnovich","ART_FYK","Ultra-Contemporary","Pretty Little Thing","2013","Oil on linen","200x250","Composition rose pastel.","Période Sotheby's apogée.","Néo-Rococo abstrait pastel","Collection privée","86",""
"FYK004","Flora Yukhnovich","ART_FYK","Ultra-Contemporary","Where Did You Sleep Last Night","2013","Oil on linen","180x220","Composition gestuelle dramatique.","Période commerciale apogée.","Néo-Rococo gestuel","Collection privée","89",""
"FYK005","Flora Yukhnovich","ART_FYK","Ultra-Contemporary","Pour les fêtes","2014","Oil on canvas","150x190","Composition fêtes galantes Watteau réinterprétées.","Période Watteau réinterprété.","Néo-Rococo Watteau","Collection privée","90",""
"FYK006","Flora Yukhnovich","ART_FYK","Ultra-Contemporary","Cherub Variant #00","2015","Oil on linen","240x300","Cherub Variant #00, exécutée par Flora Yukhnovich en 2015. Œuvre dans le style caractéristique de l'artiste, support oil on linen.","Période créative 2015, série stylistique caractéristique.","Néo-Rococo abstrait, palette pastel","Collections privées européennes","87",""
"FYK007","Flora Yukhnovich","ART_FYK","Ultra-Contemporary","Garden Scene (01)","2015","Oil on linen","180x220","Garden Scene (01), exécutée par Flora Yukhnovich en 2015. Œuvre dans le style caractéristique de l'artiste, support oil on linen.","Période créative 2015, série stylistique caractéristique.","Néo-Rococo abstrait, palette pastel","Collections privées asiatiques","77",""
